,Gene,Transcription Rates mRNA/hr,Key,Value
4656,YJU3,17,,
4657,YKL002W,21,YKL002W,DID4
4658,YKL005C,#N/A-nc,,
4659,YKL008C,10,YKL008C,LAC1
4660,YKL014C,12,YKL014C,URB1
4661,YKL018W,11,YKL018W,SWD2
4662,YKL023W,#N/A-nc,,
4663,YKL026C,17,YKL026C,GPX1
4664,YKL027W,11,YKL027W,TCD2
4665,YKL029C,9,YKL029C,MAE1
4666,YKL030W,#N/A-nc,,
4667,YKL031W,#N/A-se,,
4668,YKL033W,17,YKL033W,TTI1
4669,YKL034W,16,YKL034W,TUL1
4670,YKL036C,#N/A-nc,,
4671,YKL037W,16,YKL037W,AIM26
4672,YKL040C,21,YKL040C,NFU1
4673,YKL044W,23,YKL044W,MMO1
4674,YKL046C,18,YKL046C,DCW1
4675,YKL047W,#N/A-nc,,
4676,YKL050C,27,YKL050C,
4677,YKL051W,14,YKL051W,SFK1
4678,YKL052C,14,YKL052C,ASK1
4679,YKL053W,14,YKL053W,
4680,YKL054C,14,YKL054C,DEF1
4681,YKL055C,13,YKL055C,OAR1
4682,YKL056C,15,YKL056C,TMA19
4683,YKL059C,20,YKL059C,MPE1
4684,YKL061W,16,YKL061W,BLI1
4685,YKL063C,15,YKL063C,
4686,YKL066W,19,YKL066W,
4687,YKL069W,11,YKL069W,
4688,YKL070W,#N/A-nc,,
4689,YKL071W,12,YKL071W,
4690,YKL075C,14,YKL075C,
4691,YKL076C,15,YKL076C,PSY1
4692,YKL077W,18,YKL077W,
4693,YKL082C,13,YKL082C,RRP14
4694,YKL083W,25,YKL083W,
4695,YKL084W,10,YKL084W,HOT13
4696,YKL086W,40,YKL086W,SRX1
4697,YKL088W,26,YKL088W,CAB3
4698,YKL090W,14,YKL090W,CUE2
4699,YKL091C,#N/A-nc,,
4700,YKL097C,#N/A-nc,,
4701,YKL097WA,17,,
4702,YKL098W,17,YKL098W,MTC2
4703,YKL099C,10,YKL099C,UTP11
4704,YKL100C,25,YKL100C,YPF1
4705,YKL102C,#N/A-se,,
4706,YKL105C,19,YKL105C,SEG2
4707,YKL107W,#N/A-nc,,
4708,YKL108W,13,YKL108W,SLD2
4709,YKL111C,11,YKL111C,
4710,YKL115C,#N/A-nc,,
4711,YKL116C,26,YKL116C,PRR1
4712,YKL118W,19,YKL118W,
4713,YKL120W,11,YKL120W,OAC1
4714,YKL121W,17,YKL121W,DGR2
4715,YKL123W,37,YKL123W,
4716,YKL131W,#N/A-se,,
4717,YKL132C,10,YKL132C,RMA1
4718,YKL133C,24,YKL133C,
4719,YKL134C,#N/A-nc,,
4720,YKL136W,16,YKL136W,
4721,YKL137W,12,YKL137W,CMC1
4722,YKL146W,18,YKL146W,AVT3
4723,YKL147C,16,YKL147C,
4724,YKL151C,48,YKL151C,NNR2
4725,YKL153W,#N/A-nc,,
4726,YKL154W,10,YKL154W,SRP102
4727,YKL155C,12,YKL155C,RSM22
4728,YKL158W,11,,
4729,YKL159C,#N/A-nc,,
4730,YKL160W,16,YKL160W,ELF1
4731,YKL161C,36,YKL161C,KDX1
4732,YKL162C,#N/A-nc,,
4733,YKL169C,#N/A-nc,,
4734,YKL171W,#N/A-nc,,
4735,YKL172W,11,YKL172W,EBP2
4736,YKL174C,16,YKL174C,TPO5
4737,YKL175W,20,YKL175W,ZRT3
4738,YKL176C,21,YKL176C,LST4
4739,YKL177W,17,YKL177W,
4740,YKL179C,17,YKL179C,COY1
4741,YKL183W,17,YKL183W,LOT5
4742,YKL187C,#N/A-nc,,
4743,YKL192C,13,YKL192C,ACP1
4744,YKL195W,16,YKL195W,MIA40
4745,YKL201C,15,YKL201C,MNN4
4746,YKL202W,40,YKL202W,
4747,YKL204W,#N/A-nc,,
4748,YKL206C,17,YKL206C,ADD66
4749,YKL207W,16,YKL207W,EMC3
4750,YKL214C,11,YKL214C,YRA2
4751,YKL215C,14,YKL215C,OXP1
4752,YKL218C,12,YKL218C,SRY1
4753,YKL221W,#N/A-nc,,
4754,YKL222C,15,YKL222C,
4755,YKL223W,#N/A-se,,
4756,YKL224C,88,YKL224C,PAU16
4757,YKL225W,10,YKL225W,
4758,YKR003W,11,YKR003W,OSH6
4759,YKR005C,21,YKR005C,
4760,YKR007W,20,YKR007W,MEH1
4761,YKR011C,#N/A-nc,,
4762,YKR012C,#N/A-nc,,
4763,YKR015C,#N/A-nc,,
4764,YKR016W,17,YKR016W,MIC60
4765,YKR017C,#N/A-nc,,
4766,YKR018C,17,YKR018C,
4767,YKR020W,#N/A-nc,,
4768,YKR021W,18,YKR021W,ALY1
4769,YKR022C,13,YKR022C,NTR2
4770,YKR023W,36,YKR023W,
4771,YKR025W,12,YKR025W,RPC37
4772,YKR027W,#N/A-nc,,
4773,YKR029C,#N/A-nc,,
4774,YKR030W,17,YKR030W,GMH1
4775,YKR032W,#N/A-se,,
4776,YKR033C,11,YKR033C,
4777,YKR035C,19,YKR035C,OPI8
4778,YKR037C,13,YKR037C,SPC34
4779,YKR038C,19,YKR038C,KAE1
4780,YKR040C,16,YKR040C,
4781,YKR041W,#N/A-se,,
4782,YKR043C,17,YKR043C,SHB17
4783,YKR044W,13,YKR044W,UIP5
4784,YKR045C,#N/A-nc,,
4785,YKR046C,#N/A-se,,
4786,YKR047W,13,YKR047W,
4787,YKR049C,19,YKR049C,FMP46
4788,YKR051W,28,YKR051W,
4789,YKR060W,13,YKR060W,UTP30
4790,YKR064W,22,YKR064W,OAF3
4791,YKR065C,20,YKR065C,PAM17
4792,YKR067W,24,YKR067W,GPT2
4793,YKR070W,12,YKR070W,
4794,YKR071C,34,YKR071C,DRE2
4795,YKR073C,16,YKR073C,
4796,YKR074W,10,YKR074W,AIM29
4797,YKR075C,35,YKR075C,
4798,YKR077W,#N/A-nc,,
4799,YKR078W,15,YKR078W,
4800,YKR079C,12,YKR079C,TRZ1
4801,YKR081C,11,YKR081C,RPF2
4802,YKR083C,14,YKR083C,DAD2
4803,YKR087C,21,YKR087C,OMA1
4804,YKR088C,17,YKR088C,TVP38
4805,YKR089C,#N/A-nc,,
4806,YKR090W,11,YKR090W,PXL1
4807,YKR091W,80,YKR091W,SRL3
4808,YKR096W,20,YKR096W,ESL2
4809,YKR100C,32,YKR100C,SKG1
4810,YKR103W,22,YKR103W,NFT1
4811,YKR104W,21,YKR104W,
4812,YKR105C,19,YKR105C,VBA5
4813,YKR106W,14,YKR106W,GEX2
4814,YKT6,15,,
4815,YKT9,27,,
4816,YLF2,10,,
4817,YLL005C,18,YLL005C,SPO75
4818,YLL007C,17,YLL007C,LMO1
4819,YLL010C,15,YLL010C,PSR1
4820,YLL012W,19,YLL012W,YEH1
4821,YLL013C,19,YLL013C,PUF3
4822,YLL014W,17,YLL014W,EMC6
4823,YLL015W,24,YLL015W,BPT1
4824,YLL016W,#N/A-nc,,
4825,YLL020C,24,YLL020C,
4826,YLL023C,18,YLL023C,POM33
4827,YLL025W,16,YLL025W,PAU17
4828,YLL027W,22,YLL027W,ISA1
4829,YLL028W,25,YLL028W,TPO1
4830,YLL029W,17,YLL029W,FRA1
4831,YLL030C,#N/A-nc,,
4832,YLL031C,12,YLL031C,GPI13
4833,YLL032C,#N/A-nc,,
4834,YLL033W,23,YLL033W,IRC19
4835,YLL034C,10,YLL034C,RIX7
4836,YLL035W,16,YLL035W,GRC3
4837,YLL037W,28,YLL037W,
4838,YLL038C,13,YLL038C,ENT4
4839,YLL042C,15,YLL042C,ATG10
4840,YLL044W,#N/A-nc,,
4841,YLL047W,17,YLL047W,
4842,YLL049W,29,YLL049W,LDB18
4843,YLL052C,60,YLL052C,AQY2
4844,YLL053C,30,YLL053C,
4845,YLL054C,23,YLL054C,
4846,YLL055W,15,YLL055W,YCT1
4847,YLL056C,36,YLL056C,
4848,YLL057C,29,YLL057C,JLP1
4849,YLL058W,17,YLL058W,
4850,YLL059C,#N/A-nc,,
4851,YLL060C,26,YLL060C,GTT2
4852,YLL061W,15,YLL061W,MMP1
4853,YLL062C,12,YLL062C,MHT1
4854,YLL063C,15,YLL063C,AYT1
4855,YLL064C,22,YLL064C,PAU18
4856,YLL066C,16.5,YLL066C,
4857,YLL067C,15,YLL067C,
4858,YLR001C,18,YLR001C,
4859,YLR002C,10,YLR002C,NOC3
4860,YLR003C,10,YLR003C,CMS1
4861,YLR004C,15,YLR004C,THI73
4862,YLR007W,22,YLR007W,NSE1
4863,YLR008C,13,YLR008C,PAM18
4864,YLR009W,10,YLR009W,RLP24
4865,YLR010C,12,YLR010C,TEN1
4866,YLR011W,54,YLR011W,LOT6
4867,YLR012C,16,YLR012C,
4868,YLR013W,#N/A-nc,,
4869,YLR015W,11,YLR015W,BRE2
4870,YLR016C,19,YLR016C,PML1
4871,YLR018C,15,YLR018C,POM34
4872,YLR019W,27,YLR019W,PSR2
4873,YLR020C,15,YLR020C,YEH2
4874,YLR021W,14,YLR021W,IRC25
4875,YLR022C,11,YLR022C,SDO1
4876,YLR023C,22,YLR023C,IZH3
4877,YLR024C,#N/A-nc,,
4878,YLR030W,32,YLR030W,
4879,YLR031W,16,YLR031W,
4880,YLR033W,16,YLR033W,RSC58
4881,YLR034C,19,YLR034C,SMF3
4882,YLR035C,#N/A-nc,,
4883,YLR036C,13,YLR036C,
4884,YLR037C,28,YLR037C,PAU23
4885,YLR040C,21,YLR040C,AFB1
4886,YLR041W,43,YLR041W,
4887,YLR042C,11,YLR042C,
4888,YLR046C,13,YLR046C,
4889,YLR047C,#N/A-nc,,
4890,YLR049C,13,YLR049C,
4891,YLR050C,14,YLR050C,
4892,YLR051C,11,YLR051C,FCF2
4893,YLR052W,15,YLR052W,IES3
4894,YLR053C,#N/A-nc,,
4895,YLR054C,20,YLR054C,OSW2
4896,YLR057W,16,YLR057W,MNL2
4897,YLR062C,#N/A-nc,,
4898,YLR063W,12,YLR063W,BMT6
4899,YLR064W,30,YLR064W,PER33
4900,YLR065C,12,YLR065C,ENV10
4901,YLR068W,9,YLR068W,FYV7
4902,YLR070C,17,YLR070C,XYL2
4903,YLR072W,13,YLR072W,LAM6
4904,YLR073C,9,YLR073C,RFU1
4905,YLR074C,12,YLR074C,BUD20
4906,YLR076C,14,YLR076C,
4907,YLR077W,12,YLR077W,FMP25
4908,YLR080W,#N/A-nc,,
4909,YLR082C,13,YLR082C,SRL2
4910,YLR084C,19,YLR084C,RAX2
4911,YLR087C,19,YLR087C,CSF1
4912,YLR089C,15,YLR089C,ALT1
4913,YLR091W,#N/A-nc,,
4914,YLR094C,16,YLR094C,GIS3
4915,YLR095C,18,YLR095C,IOC2
4916,YLR097C,15,YLR097C,HRT3
4917,YLR099C,21,YLR099C,ICT1
4918,YLR100W,15,YLR100W,ERG27
4919,YLR101C,13,YLR101C,
4920,YLR104W,16,YLR104W,LCL2
4921,YLR106C,26,YLR106C,MDN1
4922,YLR107W,22,YLR107W,REX3
4923,YLR108C,38,YLR108C,
4924,YLR109W,23,YLR109W,AHP1
4925,YLR110C,16,YLR110C,CCW12
4926,YLR111W,#N/A-nc,,
4927,YLR112W,23,YLR112W,
4928,YLR114C,12,YLR114C,AVL9
4929,YLR117C,19,YLR117C,CLF1
4930,YLR118C,14,YLR118C,
4931,YLR122C,#N/A-nc,,
4932,YLR123C,21,YLR123C,
4933,YLR124W,14,YLR124W,
4934,YLR125W,#N/A-nc,,
4935,YLR126C,9,YLR126C,
4936,YLR128W,17,YLR128W,DCN1
4937,YLR132C,14,YLR132C,USB1
4938,YLR135W,20,YLR135W,SLX4
4939,YLR137W,#N/A-nc,,
4940,YLR140W,#N/A-nc,,
4941,YLR143W,11,YLR143W,DPH6
4942,YLR145W,#N/A-nc,,
4943,YLR146C,24,YLR146C,SPE4
4944,YLR149C,#N/A-se,,
4945,YLR151C,30,YLR151C,PCD1
4946,YLR152C,13,YLR152C,
4947,YLR154C,9,YLR154C,RNH203
4948,YLR156W,29,YLR156W,
4949,YLR159W,16,YLR159W,
4950,YLR161W,18,YLR161W,
4951,YLR162W,#N/A-se,,
4952,YLR164W,21,YLR164W,SHH4
4953,YLR165C,19,YLR165C,PUS5
4954,YLR168C,40,YLR168C,UPS2
4955,YLR169W,15,YLR169W,
4956,YLR171W,19,YLR171W,
4957,YLR173W,23,YLR173W,
4958,YLR177W,24,YLR177W,
4959,YLR179C,25,YLR179C,
4960,YLR181C,21,YLR181C,VTA1
4961,YLR183C,14,YLR183C,TOS4
4962,YLR184W,10,YLR184W,
4963,YLR186W,15,YLR186W,EMG1
4964,YLR187W,#N/A-nc,,
4965,YLR189C,32,YLR189C,ATG26
4966,YLR190W,26,YLR190W,MMR1
4967,YLR192C,16,YLR192C,HCR1
4968,YLR193C,18,YLR193C,UPS1
4969,YLR194C,90,YLR194C,NCW2
4970,YLR198C,12,YLR198C,
4971,YLR199C,23,YLR199C,PBA1
4972,YLR201C,20,YLR201C,COQ9
4973,YLR202C,16,YLR202C,
4974,YLR205C,17,YLR205C,HMX1
4975,YLR206W,28,YLR206W,ENT2
4976,YLR209C,30,YLR209C,PNP1
4977,YLR211C,12,YLR211C,ATG38
4978,YLR213C,18,YLR213C,CRR1
4979,YLR215C,17,YLR215C,CDC123
4980,YLR217W,37,YLR217W,
4981,YLR218C,10,YLR218C,COA4
4982,YLR219W,21,YLR219W,MSC3
4983,YLR221C,11,YLR221C,RSA3
4984,YLR222C,12,YLR222C,UTP13
4985,YLR224W,32,YLR224W,UCC1
4986,YLR225C,43,YLR225C,
4987,YLR227C,17,YLR227C,ADY4
4988,YLR230W,15,YLR230W,
4989,YLR231C,9,YLR231C,BNA5
4990,YLR232W,14,YLR232W,
4991,YLR235C,#N/A-se,,
4992,YLR236C,#N/A-nc,,
4993,YLR238W,43,YLR238W,FAR10
4994,YLR239C,13,YLR239C,LIP2
4995,YLR241W,14,YLR241W,CSC1
4996,YLR243W,11,YLR243W,GPN3
4997,YLR245C,18,YLR245C,CDD1
4998,YLR246W,19,YLR246W,ERF2
4999,YLR247C,#N/A-nc,,
5000,YLR251W,35,YLR251W,SYM1
5001,YLR252W,43,YLR252W,
5002,YLR253W,#N/A-nc,,
5003,YLR254C,#N/A-nc,,
5004,YLR255C,#N/A-se,,
5005,YLR257W,22,YLR257W,
5006,YLR261C,27.5,YLR261C,VPS63
5007,YLR265C,14,YLR265C,NEJ1
5008,YLR266C,#N/A-nc,,
5009,YLR267W,#N/A-nc,,
5010,YLR269C,20,YLR269C,
5011,YLR270W,79,YLR270W,DCS1
5012,YLR271W,17,YLR271W,CMG1
5013,YLR272C,#N/A-nc,,
5014,YLR278C,11,YLR278C,
5015,YLR279W,18,YLR279W,
5016,YLR280C,#N/A-nc,,
5017,YLR281C,#N/A-nc,,
5018,YLR282C,#N/A-nc,,
5019,YLR283W,17,YLR283W,
5020,YLR285W,10,YLR285W,NNT1
5021,YLR287C,12,YLR287C,
5022,YLR290C,12,YLR290C,COQ11
5023,YLR294C,17,YLR294C,
5024,YLR296W,43,YLR296W,
5025,YLR297W,12,YLR297W,
5026,YLR301W,20,YLR301W,HRI1
5027,YLR302C,#N/A-se,,
5028,YLR311C,50,YLR311C,
5029,YLR312C,#N/A-nc,,
5030,YLR315W,#N/A-nc,,
5031,YLR316C,12,YLR316C,TAD3
5032,YLR317W,20,YLR317W,
5033,YLR320W,21,YLR320W,MMS22
5034,YLR322W,14,YLR322W,VPS65
5035,YLR323C,19,YLR323C,CWC24
5036,YLR324W,20,YLR324W,PEX30
5037,YLR326W,21,YLR326W,
5038,YLR327C,#N/A-se,,
5039,YLR328W,11,YLR328W,NMA1
5040,YLR331C,#N/A-se,,
5041,YLR334C,25,YLR334C,
5042,YLR338W,30,YLR338W,OPI9
5043,YLR339C,29,YLR339C,
5044,YLR341W,37,YLR341W,SPO77
5045,YLR343W,#N/A-se,,
5046,YLR345W,#N/A-nc,,
5047,YLR346C,42,YLR346C,CIS1
5048,YLR349W,13,YLR349W,
5049,YLR350W,22,YLR350W,ORM2
5050,YLR352W,#N/A-nc,,
5051,YLR356W,29,YLR356W,ATG33
5052,YLR358C,#N/A-nc,,
5053,YLR361C,13,YLR361C,DCR2
5054,YLR364W,11,YLR364W,GRX8
5055,YLR365W,17,YLR365W,
5056,YLR366W,#N/A-nc,,
5057,YLR368W,18,YLR368W,MDM30
5058,YLR369W,#N/A-nc,,
5059,YLR373C,16,YLR373C,VID22
5060,YLR374C,#N/A-nc,,
5061,YLR376C,26,YLR376C,PSY3
5062,YLR379W,#N/A-nc,,
5063,YLR380W,11,YLR380W,CSR1
5064,YLR381W,#N/A-nc,,
5065,YLR385C,#N/A-nc,,
5066,YLR386W,13,YLR386W,VAC14
5067,YLR387C,22,YLR387C,REH1
5068,YLR391W,#N/A-se,,
5069,YLR392C,#N/A-nc,,
5070,YLR394W,16,YLR394W,CST9
5071,YLR400W,#N/A-nc,,
5072,YLR401C,12,YLR401C,DUS3
5073,YLR402W,17,YLR402W,
5074,YLR404W,#N/A-nc,,
5075,YLR405W,14,YLR405W,DUS4
5076,YLR407W,13,YLR407W,
5077,YLR408C,23,YLR408C,BLS1
5078,YLR409C,9,YLR409C,UTP21
5079,YLR410W,24,YLR410W,VIP1
5080,YLR412W,19,YLR412W,BER1
5081,YLR413W,8,YLR413W,INA1
5082,YLR414C,65,YLR414C,PUN1
5083,YLR415C,22,YLR415C,
5084,YLR416C,11,YLR416C,
5085,YLR419W,11,YLR419W,
5086,YLR421C,20,YLR421C,RPN13
5087,YLR422W,28,YLR422W,DCK1
5088,YLR423C,14,YLR423C,ATG17
5089,YLR424W,12,YLR424W,SPP382
5090,YLR425W,29,YLR425W,TUS1
5091,YLR426W,11,YLR426W,TDA5
5092,YLR427W,13,YLR427W,MAG2
5093,YLR428C,16,YLR428C,
5094,YLR431C,31,YLR431C,ATG23
5095,YLR432W,9,YLR432W,IMD3
5096,YLR434C,25,YLR434C,
5097,YLR435W,10,YLR435W,TSR2
5098,YLR437C,18,YLR437C,DIF1
5099,YLR440C,24,YLR440C,SEC39
5100,YLR444C,21,YLR444C,
5101,YLR445W,#N/A-nc,,
5102,YLR446W,#N/A-nc,,
5103,YLR454W,54,YLR454W,FMP27
5104,YLR455W,#N/A-nc,,
5105,YLR456W,12,YLR456W,
5106,YLR458W,#N/A-se,,
5107,YLR460C,14,YLR460C,
5108,YLR462W,15,YLR462W,
5109,YLR463C,#N/A-nc,,
5110,YLR464W,14,YLR464W,
5111,YLR465C,#N/A-nc,,
5112,YLR466W,14,YLR466W,YRF1-4
5113,YLR467W,14,YLR467W,YRF1-5
5114,YMC1,11,,
5115,YMC2,11,,
5116,YMD8,23,,
5117,YME1,17,,
5118,YMK1,43,,
5119,YML002W,#N/A-nc,,
5120,YML003W,#N/A-nc,,
5121,YML005W,15,YML005W,TRM12
5122,YML006C,12,YML006C,GIS4
5123,YML010WA,14,,
5124,YML010WB,14.5,,
5125,YML011C,13,YML011C,RAD33
5126,YML013CA,#N/A-se,,
5127,YML013W,24,YML013W,UBX2
5128,YML014W,10,YML014W,TRM9
5129,YML018C,12,YML018C,
5130,YML020W,14,YML020W,
5131,YML023C,12,YML023C,NSE5
5132,YML025C,24,YML025C,YML6
5133,YML029W,14,YML029W,USA1
5134,YML030W,18,YML030W,RCF1
5135,YML032CA,16,,
5136,YML033W,27,,
5137,YML034W,39,YML034W,SRC1
5138,YML035CA,22,,
5139,YML036W,10,YML036W,CGI121
5140,YML037C,10,YML037C,
5141,YML039W,13,YML039W,
5142,YML040W,11,YML040W,
5143,YML041C,22,YML041C,VPS71
5144,YML045W,13.5,YML045W,
5145,YML047C,#N/A-nc,,
5146,YML048WA,24,,
5147,YML050W,#N/A-nc,,
5148,YML053C,13,YML053C,
5149,YML056C,11,YML056C,IMD4
5150,YML058CA,22,,
5151,YML058W,18,YML058W,SML1
5152,YML059C,41,YML059C,NTE1
5153,YML066C,49,YML066C,SMA2
5154,YML067C,12,YML067C,ERV41
5155,YML068W,19,YML068W,ITT1
5156,YML071C,14,YML071C,COG8
5157,YML072C,17,YML072C,TCB3
5158,YML076C,13,YML076C,WAR1
5159,YML077W,14,YML077W,BET5
5160,YML079W,16,YML079W,
5161,YML080W,11,YML080W,DUS1
5162,YML081W,17,YML081W,TDA9
5163,YML082W,12,YML082W,
5164,YML083C,15,YML083C,
5165,YML084W,19,YML084W,
5166,YML087C,#N/A-se,,
5167,YML088W,11,YML088W,UFO1
5168,YML089C,25,YML089C,
5169,YML090W,17,YML090W,
5170,YML093W,10,YML093W,UTP14
5171,YML095CA,16,,
5172,YML096W,10,YML096W,
5173,YML100WA,#N/A-se,,
5174,YML101C,17,YML101C,CUE4
5175,YML102CA,#N/A-se,,
5176,YML107C,15,YML107C,PML39
5177,YML108W,12,YML108W,
5178,YML111W,19,YML111W,BUL2
5179,YML114C,18,YML114C,TAF8
5180,YML117W,26,YML117W,NAB6
5181,YML117WA,34,,
5182,YML118W,27,YML118W,NGL3
5183,YML119W,22,YML119W,
5184,YML122C,#N/A-nc,,
5185,YML125C,13,YML125C,PGA3
5186,YML127W,14,YML127W,RSC9
5187,YML128C,#N/A-nc,,
5188,YML131W,50,YML131W,
5189,YML133C,14.5,YML133C,
5190,YMR002W,16,YMR002W,MIX17
5191,YMR003W,11,YMR003W,AIM34
5192,YMR006C,11,YMR006C,PLB2
5193,YMR007W,23,YMR007W,
5194,YMR009W,19,YMR009W,ADI1
5195,YMR010W,19,YMR010W,ANY1
5196,YMR014W,14,YMR014W,BUD22
5197,YMR018W,57,YMR018W,PEX9
5198,YMR025W,16,YMR025W,CSI1
5199,YMR029C,#N/A-nc,,
5200,YMR030W,19,YMR030W,RSF1
5201,YMR031C,24,YMR031C,EIS1
5202,YMR031WA,#N/A-nc,,
5203,YMR034C,13,YMR034C,RCH1
5204,YMR040W,#N/A-nc,,
5205,YMR041C,40,YMR041C,ARA2
5206,YMR044W,13,YMR044W,IOC4
5207,YMR045C,16,YMR045C,
5208,YMR046C,17,YMR046C,
5209,YMR048W,9,YMR048W,CSM3
5210,YMR049C,11,YMR049C,ERB1
5211,YMR050C,15,YMR050C,
5212,YMR051C,10,YMR051C,
5213,YMR052CA,#N/A-nc,,
5214,YMR057C,#N/A-nc,,
5215,YMR066W,16,YMR066W,SOV1
5216,YMR067C,14,YMR067C,UBX4
5217,YMR068W,#N/A-nc,,
5218,YMR069W,15,YMR069W,NAT4
5219,YMR071C,17,YMR071C,TVP18
5220,YMR073C,23,YMR073C,IRC21
5221,YMR074C,19,YMR074C,SDD2
5222,YMR075CA,#N/A-nc,,
5223,YMR075W,15,YMR075W,RCO1
5224,YMR076C,10,YMR076C,PDS5
5225,YMR077C,20,YMR077C,VPS20
5226,YMR082C,#N/A-se,,
5227,YMR084W,20,YMR084W,
5228,YMR085W,26,YMR085W,
5229,YMR086CA,#N/A-nc,,
5230,YMR086W,#N/A-nc,,
5231,YMR087W,20,YMR087W,
5232,YMR088C,10,YMR088C,VBA1
5233,YMR090W,28,YMR090W,
5234,YMR093W,16,YMR093W,UTP15
5235,YMR097C,22,YMR097C,MTG1
5236,YMR098C,14,YMR098C,ATP25
5237,YMR099C,18,YMR099C,
5238,YMR101C,#N/A-nc,,
5239,YMR102C,12,YMR102C,
5240,YMR103C,#N/A-nc,,
5241,YMR107W,#N/A-se,,
5242,YMR110C,27,YMR110C,HFD1
5243,YMR111C,#N/A-nc,,
5244,YMR112C,13,YMR112C,MED11
5245,YMR113W,#N/A-nc,,
5246,YMR114C,46,YMR114C,
5247,YMR115W,23,YMR115W,MGR3
5248,YMR117C,17,YMR117C,SPC24
5249,YMR118C,33,YMR118C,SHH3
5250,YMR119W,13,YMR119W,ASI1
5251,YMR119WA,13,,
5252,YMR122C,12,YMR122C,
5253,YMR124W,25,YMR124W,EPO1
5254,YMR126C,#N/A-nc,,
5255,YMR130W,11,YMR130W,
5256,YMR131C,10,YMR131C,RRB1
5257,YMR132C,14,YMR132C,JLP2
5258,YMR134W,15,YMR134W,ERG29
5259,YMR135C,20,YMR135C,GID8
5260,YMR135WA,#N/A-nc,,
5261,YMR136W,26,YMR136W,GAT2
5262,YMR140W,28,YMR140W,SIP5
5263,YMR141C,#N/A-nc,,
5264,YMR144W,#N/A-nc,,
5265,YMR145C,18,YMR145C,NDE1
5266,YMR147W,#N/A-nc,,
5267,YMR148W,12,YMR148W,OSW5
5268,YMR153CA,16,,
5269,YMR153W,15,YMR153W,NUP53
5270,YMR155W,23,YMR155W,
5271,YMR156C,16,YMR156C,TPP1
5272,YMR157C,12,YMR157C,AIM36
5273,YMR158W,11,YMR158W,MRPS8
5274,YMR158WA,#N/A-se,,
5275,YMR160W,15,YMR160W,
5276,YMR162C,#N/A-nc,,
5277,YMR163C,24,YMR163C,INP2
5278,YMR166C,12,YMR166C,MME1
5279,YMR171C,13,YMR171C,EAR1
5280,YMR172CA,40,,
5281,YMR172W,#N/A-nc,,
5282,YMR173WA,18,,
5283,YMR178W,29,YMR178W,
5284,YMR180C,#N/A-nc,,
5285,YMR181C,56,YMR181C,
5286,YMR184W,26,YMR184W,ADD37
5287,YMR185W,18,YMR185W,RTP1
5288,YMR187C,14,YMR187C,
5289,YMR188C,24,YMR188C,MRPS17
5290,YMR191W,108,YMR191W,SPG5
5291,YMR192W,#N/A-nc,,
5292,YMR193CA,27,,
5293,YMR195W,14,YMR195W,ICY1
5294,YMR196W,40,YMR196W,
5295,YMR200W,21,YMR200W,ROT1
5296,YMR204C,23,YMR204C,INP1
5297,YMR206W,#N/A-nc,,
5298,YMR207C,33,YMR207C,HFA1
5299,YMR209C,23,YMR209C,
5300,YMR210W,25,YMR210W,MGL2
5301,YMR211W,25,YMR211W,DML1
5302,YMR212C,17,YMR212C,EFR3
5303,YMR215W,19,YMR215W,GAS3
5304,YMR218C,14,YMR218C,TRS130
5305,YMR219W,24,YMR219W,ESC1
5306,YMR221C,13,YMR221C,FMP42
5307,YMR222C,23,YMR222C,FSH2
5308,YMR223W,#N/A-nc,,
5309,YMR226C,17,YMR226C,
5310,YMR233W,11,YMR233W,TRI1
5311,YMR237W,25,YMR237W,BCH1
5312,YMR244CA,14,,
5313,YMR244W,17,YMR244W,
5314,YMR245W,20,YMR245W,
5315,YMR247C,11,YMR247C,RKR1
5316,YMR250W,#N/A-se,,
5317,YMR251W,#N/A-se,,
5318,YMR252C,33,YMR252C,
5319,YMR253C,31,YMR253C,
5320,YMR254C,17,YMR254C,
5321,YMR255W,22,YMR255W,GFD1
5322,YMR258C,27,YMR258C,ROY1
5323,YMR259C,11,YMR259C,TRM732
5324,YMR262W,21,YMR262W,
5325,YMR263W,11,YMR263W,SAP30
5326,YMR265C,18,YMR265C,
5327,YMR266W,14,YMR266W,RSN1
5328,YMR269W,11,YMR269W,TMA23
5329,YMR278W,18,YMR278W,PRM15
5330,YMR279C,#N/A-se,,
5331,YMR281W,19,YMR281W,GPI12
5332,YMR285C,19,YMR285C,NGL2
5333,YMR288W,14,YMR288W,HSH155
5334,YMR289W,12,YMR289W,ABZ2
5335,YMR290WA,17,,
5336,YMR291W,16,YMR291W,TDA1
5337,YMR292W,9,YMR292W,GOT1
5338,YMR293C,14,YMR293C,HER2
5339,YMR294WA,#N/A-nc,,
5340,YMR295C,22,YMR295C,
5341,YMR298W,32,YMR298W,LIP1
5342,YMR299C,19,YMR299C,DYN3
5343,YMR304CA,12,,
5344,YMR304W,24,YMR304W,UBP15
5345,YMR305C,10,YMR305C,SCW10
5346,YMR306CA,#N/A-nc,,
5347,YMR309C,13,YMR309C,NIP1
5348,YMR31,17,,
5349,YMR310C,10,YMR310C,
5350,YMR312W,12,YMR312W,ELP6
5351,YMR313C,14,YMR313C,TGL3
5352,YMR315W,21,YMR315W,
5353,YMR316CA,21,,
5354,YMR316CB,26,,
5355,YMR316W,28,YMR316W,DIA1
